*********************[2016-04-20 1:18:19:566 | 5 ] Status: Start Running*********************
[2016-04-20 1:19:17:120 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:17:120 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:17:121 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:17:121 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:17:122 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:17:124 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:17:126 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:18:934 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:19:18:934 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:18:934 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:18:934 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:18:935 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:18:935 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:18:936 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:19:18:936 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:18:936 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:18:937 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:18:937 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:18:937 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:18:938 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:18:938 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:18:939 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:18:941 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:18:941 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:18:944 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:18:945 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:18:948 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:18:949 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:18:950 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:18:952 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:18:956 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:19:494 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:19:494 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:19:494 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:19:494 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:19:494 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:19:495 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:19:495 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:19:495 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:19:498 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:19:501 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:19:582 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:19:19:582 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:19:582 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:19:590 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:19:590 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:19:590 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:19:591 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:19:592 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:19:592 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:19:594 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:19:597 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:19:598 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:20:838 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:20:838 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:20:838 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:20:838 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:20:838 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:20:838 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:20:839 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:20:841 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:20:841 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:20:842 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:20:845 | 5 ] Internal: Received Result from 7
*********************[2016-04-20 1:19:21:570 | 5 ] Status: Close Server*********************
*********************[2016-04-20 1:19:22:46 | 5 ] Status: Start Running*********************
[2016-04-20 1:19:22:46 | 5 ] Error: Crash Error
*********************[2016-04-20 1:20:11:593 | 5 ] Status: Start Running*********************
[2016-04-20 1:20:12:608 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:20:12:610 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:611 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:613 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:614 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:615 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:616 | 5 ] Algorithm: send OKAY 5 to 3
[2016-04-20 1:20:12:617 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:619 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:627 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:629 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:632 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:638 | 5 ] Algorithm: send OKAY 5 to 1
[2016-04-20 1:20:12:639 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:640 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:642 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:645 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:647 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:648 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:20:12:650 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:653 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:656 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:658 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:661 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:662 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:12:665 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:666 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:667 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:668 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:670 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:673 | 5 ] Algorithm: send OKAY 5 to 3
[2016-04-20 1:20:12:674 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:676 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:677 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:678 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:681 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:682 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:12:683 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:684 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:685 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:686 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:687 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:694 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:12:696 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:697 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:698 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:702 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:703 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:709 | 5 ] Algorithm: send OKAY 5 to 3
[2016-04-20 1:20:12:710 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:711 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:715 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:717 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:719 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:720 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:20:12:722 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:724 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:726 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:727 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:728 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:729 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:12:730 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:731 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:732 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:733 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:734 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:736 | 5 ] Algorithm: send OKAY 5 to 3
[2016-04-20 1:20:12:737 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:738 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:739 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:741 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:748 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:751 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:12:755 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:757 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:759 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:759 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:760 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:761 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:12:761 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:762 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:763 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:764 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:765 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:765 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:12:766 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:767 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:768 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:769 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:772 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:12:773 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:12:775 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:12:777 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:12:780 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:12:781 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:12:782 | 5 ] Algorithm: send Result 5 to 4
*********************[2016-04-20 1:20:21:140 | 5 ] Status: Close Server*********************
*********************[2016-04-20 1:20:21:621 | 5 ] Status: Start Running*********************
[2016-04-20 1:20:21:627 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:20:21:627 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:628 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:628 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:629 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:630 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:631 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:20:21:631 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:632 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:633 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:634 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:634 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:635 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:21:636 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:637 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:639 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:639 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:641 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:641 | 5 ] Algorithm: send OKAY 5 to 3
[2016-04-20 1:20:21:642 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:643 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:645 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:647 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:649 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:650 | 5 ] Algorithm: send OKAY 5 to 1
[2016-04-20 1:20:21:651 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:651 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:652 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:652 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:653 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:654 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:21:654 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:655 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:655 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:656 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:657 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:657 | 5 ] Algorithm: send OKAY 5 to 3
[2016-04-20 1:20:21:658 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:659 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:659 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:660 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:661 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:662 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:20:21:662 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:663 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:663 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:664 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:666 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:667 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:21:668 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:668 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:669 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:670 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:670 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:671 | 5 ] Algorithm: send OKAY 5 to 3
[2016-04-20 1:20:21:672 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:672 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:673 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:673 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:674 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:674 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:21:675 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:676 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:678 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:679 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:681 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:683 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:21:684 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:684 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:686 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:687 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:687 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:689 | 5 ] Algorithm: send OKAY 5 to 3
[2016-04-20 1:20:21:690 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:691 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:692 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:693 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:693 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:695 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:21:696 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:697 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:698 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:698 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:700 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:700 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:21:702 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:702 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:703 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:704 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:705 | 5 ] Algorithm: send Result 5 to 4
[2016-04-20 1:20:21:705 | 5 ] Algorithm: send OKAY 5 to 4
[2016-04-20 1:20:21:707 | 5 ] Algorithm: send Result 5 to 0
[2016-04-20 1:20:21:707 | 5 ] Algorithm: send Result 5 to 1
[2016-04-20 1:20:21:708 | 5 ] Algorithm: send Result 5 to 2
[2016-04-20 1:20:21:708 | 5 ] Algorithm: send Result 5 to 3
[2016-04-20 1:20:21:709 | 5 ] Algorithm: send Result 5 to 4
*********************[2016-04-20 1:21:30:456 | 5 ] Status: Close Server*********************
